スナップショットの日付,sku,FNSKU,asin,商品名,コンディション,在庫あり,返送/所有権の放棄処理中の数量,保管日数0～90日の在庫数,保管日数91～180日の在庫数,保管日数181～270日の在庫数,保管日数271～365日の在庫数,保管日数365日超の在庫数,通貨,過去7日間に販売された在庫数,過去30日間に販売された在庫数,過去60日間に販売された在庫数,過去90日間に販売された在庫数,注意,販売価格,セール価格,新品の最低価格,中古の最低価格,推奨されるアクション,非推奨の健全な在庫レベル,推奨される販売価格,推奨セール期間,推奨される返送/所有権の放棄の数量,推奨されるアクションによる費用削減の概算,FBA販売率,商品の容量,容量単位,保管タイプ,保管容量,ストア,商品グループ,売上ランキング,在庫保管日数,余剰在庫の推定数,在庫完売までの週数（過去30日間）,在庫完売までの週数（過去90日間）,おすすめ商品の価格,過去7日間に出荷された売上,過去30日間に出荷された売上,過去60日間に出荷された売上,過去90日間に出荷された売上,保管日数0～30日の在庫数,保管日数31～60日の在庫数,保管日数61～90日の在庫数,保管日数181～330日の在庫数,保管日数331～365日の在庫数,保管手数料の見積り（次の30日間）,納品数,納品数（進行中）,納品数（受領済み）,納品数（出荷済み）,入出荷作業中の合計数量,販売不可の数量,quantity-to-be-charged-ais-271-300-days,estimated-ais-271-300-days,quantity-to-be-charged-ais-301-330-days,estimated-ais-301-330-days,quantity-to-be-charged-ais-331-365-days,estimated-ais-331-365-days,quantity-to-be-charged-ais-365-plus-days,estimated-ais-365-plus-days,historical-days-of-supply,推奨される納品数,推奨される納品日,過去在庫日数の最終更新日,低在庫レベル手数料が免除されますか？,今週、低在庫レベルの手数料の対象になりますか？,短期の過去在庫日数,長期の過去在庫日数,在庫の保管日数の計算日,FBAの在庫数,Reserved FC Transfer,Reserved FC Processing,Reserved Customer Order,在庫日数の合計（受領中の商品も含む）,仕入れ先,is-seasonal-in-next-3-months,season-name,season-start-date,season-end-date
2026/4/6,08-JENJ-FN3P,X001D0MUGN,B0GTNT1DC6,"推しぬいワッペン 髪パーツ ウェーブロング (ブラック, クロス（薄手）)",New,2,0,2,0,0,0,0,JPY,,,,,Low traffic,730,0,730,0,出品商品の広告,2,0,0,0,440.46,0,1.5E-5,cubic meter,Standard,3.0E-5,JP,gl_toy,,56,0,,,,,,,,2,0,0,0,0,0.14,0,0,0,0,0,0,,,,,,,,,,2,2026/4/4,,,,,,2026/4/4,2,0,0,0,56,--,N,,,
2026/4/6,5N-USAS-GFU5,X001D0TO5N,B0GTNKGW73,"推しぬいワッペン 髪パーツ ウェーブロング (ブラック, フェルト)",New,1,0,1,0,0,0,0,JPY,,,,,Low traffic,730,0,730,0,出品商品の広告,1,0,0,0,220.23,0,1.5E-5,cubic meter,Standard,1.5E-5,JP,gl_toy,,56,0,,,,,,,,1,0,0,0,0,0.07,1,0,0,1,0,0,,,,,,,,,,2,2026/4/4,,,,,,2026/4/4,2,0,0,0,56,--,N,,,
2026/4/6,61-S36H-MDTT,X001D0UMJP,B0GTNRVJT4,"推しぬいワッペン 髪パーツ ウェーブロング (ブラック, ボア)",New,2,0,2,0,0,0,0,JPY,,,,,Low traffic,730,0,730,0,出品商品の広告,2,0,0,0,440.46,0,1.5E-5,cubic meter,Standard,3.0E-5,JP,gl_toy,,56,0,,,,,,,,2,0,0,0,0,0.14,0,0,0,0,0,0,,,,,,,,,,2,2026/4/4,,,,,,2026/4/4,2,0,0,0,56,--,N,,,
2026/4/6,EJ-RZI7-C7NH,X001D0RXD3,B0GTNLR8CZ,"推しぬいワッペン 髪パーツ ウェーブロング (ブルー, フェルト)",New,2,0,2,0,0,0,0,JPY,,,,,Low traffic,730,0,730,0,出品商品の広告,2,0,0,0,440.46,0,1.5E-5,cubic meter,Standard,3.0E-5,JP,gl_toy,,56,0,,,,,,,,2,0,0,0,0,0.14,0,0,0,0,0,0,,,,,,,,,,2,2026/4/4,,,,,,2026/4/4,2,0,0,0,56,--,N,,,
2026/4/6,DG-X47W-JCNH,X001D0MWDT,B0GTNNZR3Q,"推しぬいワッペン 髪パーツ ウェーブロング (ブルー, ボア)",New,2,0,2,0,0,0,0,JPY,,,,,Low traffic,730,0,730,0,出品商品の広告,,,0,0,,0,1.5E-5,cubic meter,Standard,3.0E-5,JP,gl_toy,,56,0,,,,,,,,2,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,2,2026/4/4,,,,,,2026/4/4,2,0,0,0,56,--,N,,,
2026/4/6,MX-ZNYJ-X4C1,X001D0MVRB,B0GTNTRSJX,"推しぬいワッペン 髪パーツ ウェーブロング (ベビーイエロー, フェルト)",New,2,0,2,0,0,0,0,JPY,,,,,Low traffic,730,0,730,0,出品商品の広告,2,0,0,0,440.46,0,1.5E-5,cubic meter,Standard,3.0E-5,JP,gl_toy,,56,0,,,,,,,,2,0,0,0,0,0.14,0,0,0,0,0,0,,,,,,,,,,2,2026/4/4,,,,,,2026/4/4,2,0,0,0,56,--,N,,,
2026/4/6,17-L5IB-XB1V,X001D0UCV3,B0GTP16G7D,"推しぬいワッペン 髪パーツ ウェーブロング (ホットピンク, フェルト)",New,2,0,2,0,0,0,0,JPY,,,,,Low traffic,730,0,730,0,出品商品の広告,2,0,0,0,440.46,0,1.5E-5,cubic meter,Standard,3.0E-5,JP,gl_toy,,56,0,,,,,,,,2,0,0,0,0,0.14,0,0,0,0,0,0,,,,,,,,,,2,2026/4/4,,,,,,2026/4/4,2,0,0,0,56,--,N,,,
2026/4/6,FW-Z1J1-J3TC,X001D0UCR7,B0GTNQ16Z2,"推しぬいワッペン 髪パーツ ウェーブロング (ホワイト, フェルト)",New,2,0,2,0,0,0,0,JPY,,,,,Low traffic,730,0,730,0,出品商品の広告,2,0,0,0,440.46,0,1.5E-5,cubic meter,Standard,3.0E-5,JP,gl_toy,,56,0,,,,,,,,2,0,0,0,0,0.14,0,0,0,0,0,0,,,,,,,,,,2,2026/4/4,,,,,,2026/4/4,2,0,0,0,56,--,N,,,
2026/4/6,A8-JEIE-W08R,X001D0RVQR,B0GTP1BC3J,"推しぬいワッペン 髪パーツ ウェーブロング (ミントグリーン, ボア)",New,2,0,2,0,0,0,0,JPY,,,,,Low traffic,730,0,730,0,出品商品の広告,2,0,0,0,440.46,0,1.5E-5,cubic meter,Standard,3.0E-5,JP,gl_toy,,56,0,,,,,,,,2,0,0,0,0,0.14,0,0,0,0,0,0,,,,,,,,,,2,2026/4/4,,,,,,2026/4/4,2,0,0,0,56,--,N,,,
2026/4/6,XK-A59O-NUNM,X001D0TRL9,B0GTNM5TXZ,"推しぬいワッペン 髪パーツ ウェーブロング (ライトブラウン, クロス（薄手）)",New,2,0,2,0,0,0,0,JPY,,,,,Low traffic,730,0,730,0,出品商品の広告,,,0,0,,0,1.5E-5,cubic meter,Standard,3.0E-5,JP,gl_toy,,56,0,,,730,,,,,2,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,2,2026/4/4,,,,,,2026/4/4,2,0,0,0,56,--,N,,,
2026/4/6,36-DEB5-LRK0,X001D0TNHH,B0GTNMFMX6,"推しぬいワッペン 髪パーツ ウェーブロング (ライトブラウン, ボア)",New,2,0,2,0,0,0,0,JPY,,,,,Low traffic,730,0,730,0,出品商品の広告,2,0,0,0,440.46,0,1.5E-5,cubic meter,Standard,3.0E-5,JP,gl_toy,,56,0,,,,,,,,2,0,0,0,0,0.14,0,0,0,0,0,0,,,,,,,,,,2,2026/4/4,,,,,,2026/4/4,2,0,0,0,56,--,N,,,
2026/4/6,6I-50R5-8RJ8,X001D0MWE3,B0GTNKNDR4,"推しぬいワッペン 髪パーツ ウェーブロング (リーフグリーン, フェルト)",New,2,0,2,0,0,0,0,JPY,,,,,Low traffic,730,0,730,0,出品商品の広告,2,0,0,0,440.46,0,1.5E-5,cubic meter,Standard,3.0E-5,JP,gl_toy,,56,0,,,730,,,,,2,0,0,0,0,0.14,0,0,0,0,0,0,,,,,,,,,,2,2026/4/4,,,,,,2026/4/4,2,0,0,0,56,--,N,,,
2026/4/6,2U-93Z9-KOOU,X001D0MUN1,B0GTNX72FX,"推しぬいワッペン 髪パーツ ウェーブロング (リーフグリーン, ボア)",New,2,0,2,0,0,0,0,JPY,,,,,Low traffic,730,0,730,0,出品商品の広告,2,0,0,0,440.46,0,1.5E-5,cubic meter,Standard,3.0E-5,JP,gl_toy,,56,0,,,,,,,,2,0,0,0,0,0.14,0,0,0,0,0,0,,,,,,,,,,2,2026/4/4,,,,,,2026/4/4,2,0,0,0,56,--,N,,,
2026/4/6,SP-ZVKI-BI4W,X001D0TWP5,B0GTNC3TGS,"推しぬいワッペン 髪パーツ ウルフ (イエロー, フェルト)",New,2,0,2,0,0,0,0,JPY,,,,,Low traffic,730,0,730,0,出品商品の広告,,,0,0,,0,1.5E-5,cubic meter,Standard,3.0E-5,JP,gl_toy,,56,0,,,730,,,,,2,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,2,2026/4/4,,,,,,2026/4/4,2,0,0,0,56,--,N,,,
2026/4/6,T9-35MP-JWXK,X001D0RKI1,B0GTNHB367,"推しぬいワッペン 髪パーツ ウルフ (イエロー, ボア)",New,2,0,2,0,0,0,0,JPY,,,,,Low traffic,730,0,730,0,出品商品の広告,2,0,0,0,440.46,0,1.5E-5,cubic meter,Standard,3.0E-5,JP,gl_toy,,56,0,,,730,,,,,2,0,0,0,0,0.14,0,0,0,0,0,0,,,,,,,,,,2,2026/4/4,,,,,,2026/4/4,2,0,0,0,56,--,N,,,
2026/4/6,PW-535U-2BXD,X001D0U5YR,B0GTNDG1VG,"推しぬいワッペン 髪パーツ ウルフ (オレンジ, ボア)",New,2,0,2,0,0,0,0,JPY,,,,,Low traffic,730,0,730,0,出品商品の広告,,,0,0,,0,1.5E-5,cubic meter,Standard,3.0E-5,JP,gl_toy,,56,0,,,,,,,,2,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,2,2026/4/4,,,,,,2026/4/4,2,0,0,0,56,--,N,,,
2026/4/6,OO-G663-Q9V8,X001D0JSBN,B0GTNM8CRR,"推しぬいワッペン 髪パーツ ウルフ (グリーン, フェルト)",New,2,0,2,0,0,0,0,JPY,,,,,Low traffic,730,0,730,0,出品商品の広告,,,0,0,,0,1.5E-5,cubic meter,Standard,3.0E-5,JP,gl_toy,,56,0,,,730,,,,,2,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,2,2026/4/4,,,,,,2026/4/4,2,0,0,0,56,--,N,,,
2026/4/6,QV-422U-TG4P,X001D0RK27,B0GTNF3JRP,"推しぬいワッペン 髪パーツ ウルフ (グリーン, ボア)",New,2,0,2,0,0,0,0,JPY,,,,,Low traffic,730,0,730,0,出品商品の広告,,,0,0,,0,1.5E-5,cubic meter,Standard,3.0E-5,JP,gl_toy,,56,0,,,,,,,,2,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,2,2026/4/4,,,,,,2026/4/4,2,0,0,0,56,--,N,,,
2026/4/6,WM-A3HK-5VS9,X001D0TWQT,B0GTNF7CLY,"推しぬいワッペン 髪パーツ ウルフ (シルバーグレー, フェルト)",New,1,0,2,0,0,0,0,JPY,,,,,Low traffic,730,0,730,0,出品商品の広告,1,0,0,0,220.23,0,1.5E-5,cubic meter,Standard,1.5E-5,JP,gl_toy,,33,0,,,,,,,,2,0,0,0,0,0.07,0,0,0,0,0,0,,,,,,,,,,3,2026/4/5,,,,,,2026/4/4,1,0,0,0,33,--,N,,,
2026/4/6,1G-7XBW-4TCG,X001D0JT7V,B0GTNQHL62,"推しぬいワッペン 髪パーツ ウルフ (ダークブラウン, フェルト)",New,2,0,2,0,0,0,0,JPY,,,,,Low traffic,730,0,730,0,出品商品の広告,2,0,0,0,440.46,0,1.5E-5,cubic meter,Standard,3.0E-5,JP,gl_toy,,56,0,,,,,,,,2,0,0,0,0,0.14,0,0,0,0,0,0,,,,,,,,,,2,2026/4/4,,,,,,2026/4/4,2,0,0,0,56,--,N,,,
2026/4/6,XS-L67X-VJPQ,X001D0JTGR,B0GTNHT72T,"推しぬいワッペン 髪パーツ ウルフ (ダークブラウン, ボア)",New,2,0,2,0,0,0,0,JPY,,,,,Low traffic,730,0,730,0,出品商品の広告,2,0,0,0,440.46,0,1.5E-5,cubic meter,Standard,3.0E-5,JP,gl_toy,,56,0,,,,,,,,2,0,0,0,0,0.14,0,0,0,0,0,0,,,,,,,,,,2,2026/4/4,,,,,,2026/4/4,2,0,0,0,56,--,N,,,
2026/4/6,IX-B4UY-VAOL,X001D0JSVN,B0GTNDXF8B,"推しぬいワッペン 髪パーツ ウルフ (パープル, フェルト)",New,2,0,2,0,0,0,0,JPY,,,,,Low traffic,730,0,730,0,出品商品の広告,,,0,0,,0,1.5E-5,cubic meter,Standard,3.0E-5,JP,gl_toy,,56,0,,,,,,,,2,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,2,2026/4/4,,,,,,2026/4/4,2,0,0,0,56,--,N,,,
2026/4/6,8W-DAIK-L8CY,X001D0JTHB,B0GTNBBP4F,"推しぬいワッペン 髪パーツ ウルフ (ピンク, ボア)",New,2,0,2,0,0,0,0,JPY,,,,,Low traffic,730,0,730,0,出品商品の広告,2,0,0,0,440.46,0,1.5E-5,cubic meter,Standard,3.0E-5,JP,gl_toy,,56,0,,,,,,,,2,0,0,0,0,0.14,0,0,0,0,0,0,,,,,,,,,,2,2026/4/4,,,,,,2026/4/4,2,0,0,0,56,--,N,,,
2026/4/6,MW-KKG3-DHTS,X001D0TWSR,B0GTNPRLV1,"推しぬいワッペン 髪パーツ ウルフ (ブラウン, ボア)",New,2,0,2,0,0,0,0,JPY,,,,,Low traffic,730,0,730,0,出品商品の広告,,,0,0,,0,1.5E-5,cubic meter,Standard,3.0E-5,JP,gl_toy,,56,0,,,,,,,,2,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,2,2026/4/4,,,,,,2026/4/4,2,0,0,0,56,--,N,,,
2026/4/6,T5-9SQC-8F01,X001D0NATT,B0GTNHSP4S,"推しぬいワッペン 髪パーツ ウルフ (ブラック, クロス（薄手）)",New,2,0,2,0,0,0,0,JPY,,,,,Low traffic,730,0,730,0,出品商品の広告,2,0,0,0,440.46,0,1.5E-5,cubic meter,Standard,3.0E-5,JP,gl_toy,,56,0,,,,,,,,2,0,0,0,0,0.14,0,0,0,0,0,0,,,,,,,,,,2,2026/4/4,,,,,,2026/4/4,2,0,0,0,56,--,N,,,
2026/4/6,RC-NBGP-EZAE,X001D0JT6R,B0GTNLXMM8,"推しぬいワッペン 髪パーツ ウルフ (ブラック, フェルト)",New,2,0,2,0,0,0,0,JPY,,,,,Low traffic,730,0,730,0,出品商品の広告,2,0,0,0,440.46,0,1.5E-5,cubic meter,Standard,3.0E-5,JP,gl_toy,,56,0,,,,,,,,2,0,0,0,0,0.14,0,0,0,0,0,0,,,,,,,,,,2,2026/4/4,,,,,,2026/4/4,2,0,0,0,56,--,N,,,
2026/4/6,BG-ZDVV-ER7D,X001D0RREX,B0GTNJLGYL,"推しぬいワッペン 髪パーツ ウルフ (ブラック, ボア)",New,2,0,2,0,0,0,0,JPY,,,,,Low traffic,730,0,730,0,出品商品の広告,,,0,0,,0,1.5E-5,cubic meter,Standard,3.0E-5,JP,gl_toy,,56,0,,,,,,,,2,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,2,2026/4/4,,,,,,2026/4/4,2,0,0,0,56,--,N,,,
2026/4/6,Q1-5MF5-KFCZ,X001D0U5W9,B0GTNGTGBF,"推しぬいワッペン 髪パーツ ウルフ (ブルー, フェルト)",New,2,0,2,0,0,0,0,JPY,,,,,Low traffic,730,0,730,0,出品商品の広告,2,0,0,0,440.46,0,1.5E-5,cubic meter,Standard,3.0E-5,JP,gl_toy,,56,0,,,730,,,,,2,0,0,0,0,0.14,0,0,0,0,0,0,,,,,,,,,,2,2026/4/4,,,,,,2026/4/4,2,0,0,0,56,--,N,,,
2026/4/6,3O-Q01Y-0Z09,X001D0RQMV,B0GTNDPP3Y,"推しぬいワッペン 髪パーツ ウルフ (ブルー, ボア)",New,2,0,2,0,0,0,0,JPY,,,,,Low traffic,730,0,730,0,出品商品の広告,2,0,0,0,440.46,0,1.5E-5,cubic meter,Standard,3.0E-5,JP,gl_toy,,56,0,,,730,,,,,2,0,0,0,0,0.14,0,0,0,0,0,0,,,,,,,,,,2,2026/4/4,,,,,,2026/4/4,2,0,0,0,56,--,N,,,
2026/4/6,ZP-J8D0-EBZR,X001D0RR4D,B0GTNK4GW1,"推しぬいワッペン 髪パーツ ウルフ (ベビーイエロー, フェルト)",New,2,0,2,0,0,0,0,JPY,,,,,Low traffic,730,0,730,0,出品商品の広告,,,0,0,,0,1.5E-5,cubic meter,Standard,3.0E-5,JP,gl_toy,,56,0,,,730,,,,,2,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,2,2026/4/4,,,,,,2026/4/4,2,0,0,0,56,--,N,,,
2026/4/6,13-NAE3-OQ1T,X001D0RRJD,B0GTN9QWT9,"推しぬいワッペン 髪パーツ ウルフ (ホットピンク, フェルト)",New,2,0,2,0,0,0,0,JPY,,,,,Low traffic,730,0,730,0,出品商品の広告,2,0,0,0,440.46,0,1.5E-5,cubic meter,Standard,3.0E-5,JP,gl_toy,,56,0,,,730,,,,,2,0,0,0,0,0.14,0,0,0,0,0,0,,,,,,,,,,2,2026/4/4,,,,,,2026/4/4,2,0,0,0,56,--,N,,,
2026/4/6,IR-1ZSP-TXIX,X001D0NAVH,B0GTNHBTYG,"推しぬいワッペン 髪パーツ ウルフ (ホワイト, フェルト)",New,2,0,2,0,0,0,0,JPY,,,,,Low traffic,730,0,730,0,出品商品の広告,,,0,0,,0,1.5E-5,cubic meter,Standard,3.0E-5,JP,gl_toy,,56,0,,,,,,,,2,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,2,2026/4/4,,,,,,2026/4/4,2,0,0,0,56,--,N,,,
2026/4/6,AU-B12Y-JY5I,X001D0JSUJ,B0GTN5QDJH,"推しぬいワッペン 髪パーツ ウルフ (ミントグリーン, ボア)",New,2,0,2,0,0,0,0,JPY,,,,,Low traffic,730,0,730,0,出品商品の広告,2,0,0,0,440.46,0,1.5E-5,cubic meter,Standard,3.0E-5,JP,gl_toy,,56,0,,,,,,,,2,0,0,0,0,0.14,0,0,0,0,0,0,,,,,,,,,,2,2026/4/4,,,,,,2026/4/4,2,0,0,0,56,--,N,,,
2026/4/6,EB-QA99-9TWQ,X001D0NB07,B0GTNDDN8K,"推しぬいワッペン 髪パーツ ウルフ (ライトブラウン, クロス（薄手）)",New,2,0,2,0,0,0,0,JPY,,,,,Low traffic,730,0,730,0,出品商品の広告,,,0,0,,0,1.5E-5,cubic meter,Standard,3.0E-5,JP,gl_toy,,56,0,,,,,,,,2,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,2,2026/4/4,,,,,,2026/4/4,2,0,0,0,56,--,N,,,
2026/4/6,SP-ZMEH-GB8A,X001D0RRJN,B0GTNSZR8M,"推しぬいワッペン 髪パーツ ウルフ (ライトブラウン, ボア)",New,2,0,2,0,0,0,0,JPY,,,,,Low traffic,730,0,730,0,出品商品の広告,,,0,0,,0,1.5E-5,cubic meter,Standard,3.0E-5,JP,gl_toy,,56,0,,,,,,,,2,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,2,2026/4/4,,,,,,2026/4/4,2,0,0,0,56,--,N,,,
2026/4/6,LK-K9PZ-LWEM,X001D0JTM1,B0GTNCJCCL,"推しぬいワッペン 髪パーツ ウルフ (リーフグリーン, フェルト)",New,2,0,2,0,0,0,0,JPY,,,,,Low traffic,730,0,730,0,出品商品の広告,,,0,0,,0,1.5E-5,cubic meter,Standard,3.0E-5,JP,gl_toy,,56,0,,,,,,,,2,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,2,2026/4/4,,,,,,2026/4/4,2,0,0,0,56,--,N,,,
2026/4/6,SB-WI3S-ILYW,X001D0MNP1,B0GTNBTTPZ,"推しぬいワッペン 髪パーツ ウルフ (リーフグリーン, ボア)",New,2,0,2,0,0,0,0,JPY,,,,,Low traffic,730,0,730,0,出品商品の広告,2,0,0,0,440.46,0,1.5E-5,cubic meter,Standard,3.0E-5,JP,gl_toy,,56,0,,,730,,,,,2,0,0,0,0,0.14,0,0,0,0,0,0,,,,,,,,,,2,2026/4/4,,,,,,2026/4/4,2,0,0,0,56,--,N,,,
2026/4/6,FD-4K7Q-L1C5,X001D0TNZ9,B0GTNVSZFT,"推しぬいワッペン 髪パーツ センターパート (イエロー, フェルト)",New,2,0,2,0,0,0,0,JPY,,,,,Low traffic,730,0,730,0,出品商品の広告,,,0,0,,0,1.5E-5,cubic meter,Standard,3.0E-5,JP,gl_toy,,56,0,,,,,,,,2,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,2,2026/4/4,,,,,,2026/4/4,2,0,0,0,56,--,N,,,
2026/4/6,LU-TE6G-YO86,X001D0TNUJ,B0GTNLCW91,"推しぬいワッペン 髪パーツ センターパート (イエロー, ボア)",New,2,0,2,0,0,0,0,JPY,,,,,Low traffic,730,0,730,0,出品商品の広告,2,0,0,0,440.46,0,1.5E-5,cubic meter,Standard,3.0E-5,JP,gl_toy,,56,0,,,730,,,,,2,0,0,0,0,0.14,0,0,0,0,0,0,,,,,,,,,,2,2026/4/4,,,,,,2026/4/4,2,0,0,0,56,--,N,,,
2026/4/6,FT-R78A-YC66,X001D0MWN9,B0GTNNCW46,"推しぬいワッペン 髪パーツ センターパート (オレンジ, ボア)",New,2,0,2,0,0,0,0,JPY,,,,,Low traffic,730,0,730,0,出品商品の広告,,,0,0,,0,1.5E-5,cubic meter,Standard,3.0E-5,JP,gl_toy,,56,0,,,,,,,,2,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,2,2026/4/4,,,,,,2026/4/4,2,0,0,0,56,--,N,,,
2026/4/6,UD-0XO4-55OC,X001D0TO53,B0GTNQZ9M7,"推しぬいワッペン 髪パーツ センターパート (グリーン, フェルト)",New,2,0,2,0,0,0,0,JPY,,,,,Low traffic,730,0,730,0,出品商品の広告,2,0,0,0,440.46,0,1.5E-5,cubic meter,Standard,3.0E-5,JP,gl_toy,,56,0,,,,,,,,2,0,0,0,0,0.14,0,0,0,0,0,0,,,,,,,,,,2,2026/4/4,,,,,,2026/4/4,2,0,0,0,56,--,N,,,
2026/4/6,TI-494T-ZFTZ,X001D0MWRF,B0GTNXYT98,"推しぬいワッペン 髪パーツ センターパート (グリーン, ボア)",New,2,0,2,0,0,0,0,JPY,,,,,Low traffic,730,0,730,0,出品商品の広告,2,0,0,0,440.46,0,1.5E-5,cubic meter,Standard,3.0E-5,JP,gl_toy,,56,0,,,,,,,,2,0,0,0,0,0.14,0,0,0,0,0,0,,,,,,,,,,2,2026/4/4,,,,,,2026/4/4,2,0,0,0,56,--,N,,,
2026/4/6,IB-6PF1-82I1,X001D0MUK9,B0GTNZZ8CC,"推しぬいワッペン 髪パーツ センターパート (シルバーグレー, フェルト)",New,2,0,2,0,0,0,0,JPY,,,,,Low traffic,730,0,730,0,出品商品の広告,,,0,0,,0,1.5E-5,cubic meter,Standard,3.0E-5,JP,gl_toy,,56,0,,,,,,,,2,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,2,2026/4/4,,,,,,2026/4/4,2,0,0,0,56,--,N,,,
2026/4/6,J9-6OBJ-G87G,X001D0TRGJ,B0GTNZBNLJ,"推しぬいワッペン 髪パーツ センターパート (ダークブラウン, フェルト)",New,2,0,2,0,0,0,0,JPY,,,,,Low traffic,730,0,730,0,出品商品の広告,2,0,0,0,440.46,0,1.5E-5,cubic meter,Standard,3.0E-5,JP,gl_toy,,56,0,,,,,,,,2,0,0,0,0,0.14,0,0,0,0,0,0,,,,,,,,,,2,2026/4/4,,,,,,2026/4/4,2,0,0,0,56,--,N,,,
2026/4/6,D9-F8FX-KT4X,X001D0RW6L,B0GTNTZG7S,"推しぬいワッペン 髪パーツ センターパート (ダークブラウン, ボア)",New,2,0,2,0,0,0,0,JPY,,,,,Low traffic,730,0,730,0,出品商品の広告,,,0,0,,0,1.5E-5,cubic meter,Standard,3.0E-5,JP,gl_toy,,56,0,,,,,,,,2,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,2,2026/4/4,,,,,,2026/4/4,2,0,0,0,56,--,N,,,
2026/4/6,4T-40KU-166O,X001D0T1SD,B0GTNXRM1F,"推しぬいワッペン 髪パーツ センターパート (パープル, フェルト)",New,2,0,2,0,0,0,0,JPY,,,,,Low traffic,730,0,730,0,出品商品の広告,2,0,0,0,440.46,0,1.5E-5,cubic meter,Standard,3.0E-5,JP,gl_toy,,56,0,,,,,,,,2,0,0,0,0,0.14,0,0,0,0,0,0,,,,,,,,,,2,2026/4/4,,,,,,2026/4/4,2,0,0,0,56,--,N,,,
2026/4/6,68-TFQK-DF9W,X001D0MWRP,B0GTNXTMWV,"推しぬいワッペン 髪パーツ センターパート (ピンク, ボア)",New,2,0,2,0,0,0,0,JPY,,,,,Low traffic,730,0,730,0,出品商品の広告,2,0,0,0,440.46,0,1.5E-5,cubic meter,Standard,3.0E-5,JP,gl_toy,,56,0,,,730,,,,,2,0,0,0,0,0.14,0,0,0,0,0,0,,,,,,,,,,2,2026/4/4,,,,,,2026/4/4,2,0,0,0,56,--,N,,,
2026/4/6,KP-PFCW-PGCW,X001D0RXUL,B0GTNXX9NS,"推しぬいワッペン 髪パーツ センターパート (ブラウン, ボア)",New,2,0,2,0,0,0,0,JPY,,,,,Low traffic,730,0,730,0,出品商品の広告,,,0,0,,0,1.5E-5,cubic meter,Standard,3.0E-5,JP,gl_toy,,56,0,,,,,,,,2,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,2,2026/4/4,,,,,,2026/4/4,2,0,0,0,56,--,N,,,
2026/4/6,9N-VFUU-6RAV,X001D0TOFN,B0GTNSR2CZ,"推しぬいワッペン 髪パーツ センターパート (ブラック, クロス（薄手）)",New,2,0,2,0,0,0,0,JPY,,,,,Low traffic,730,0,730,0,出品商品の広告,2,0,0,0,440.46,0,1.5E-5,cubic meter,Standard,3.0E-5,JP,gl_toy,,56,0,,,,,,,,2,0,0,0,0,0.14,0,0,0,0,0,0,,,,,,,,,,2,2026/4/4,,,,,,2026/4/4,2,0,0,0,56,--,N,,,
2026/4/6,BE-PMWV-IEMH,X001D0RWP7,B0GTNQN7T7,"推しぬいワッペン 髪パーツ センターパート (ブラック, フェルト)",New,2,0,2,0,0,0,0,JPY,,,,,Low traffic,730,0,730,0,出品商品の広告,,,0,0,,0,1.5E-5,cubic meter,Standard,3.0E-5,JP,gl_toy,,56,0,,,,,,,,2,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,2,2026/4/4,,,,,,2026/4/4,2,0,0,0,56,--,N,,,
2026/4/6,SY-RVIE-5TQ5,X001D0TRJB,B0GTNY5QHP,"推しぬいワッペン 髪パーツ センターパート (ブラック, ボア)",New,2,0,2,0,0,0,0,JPY,,,,,Low traffic,730,0,730,0,出品商品の広告,,,0,0,,0,1.5E-5,cubic meter,Standard,3.0E-5,JP,gl_toy,,56,0,,,730,,,,,2,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,2,2026/4/4,,,,,,2026/4/4,2,0,0,0,56,--,N,,,
2026/4/6,D9-ONML-B94T,X001D0TRJL,B0GTNXJMH6,"推しぬいワッペン 髪パーツ センターパート (ブルー, フェルト)",New,2,0,2,0,0,0,0,JPY,,,,,Low traffic,730,0,730,0,出品商品の広告,,,0,0,,0,1.5E-5,cubic meter,Standard,3.0E-5,JP,gl_toy,,56,0,,,,,,,,2,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,2,2026/4/4,,,,,,2026/4/4,2,0,0,0,56,--,N,,,
